t,surge,sway,heave,roll,pitch,yaw,heave_vel
6.669999999999999929e+00,-4.422617702669007658e-11,-1.021048511585990579e-14,1.550544926737864974e-02,-1.612665936143835666e-15,1.105192014794807165e-10,-3.061507961564959517e-14,-2.791572659342601848e-02
6.679999999999999716e+00,-4.416166244254626991e-11,-1.020403142130057605e-14,1.522341162022062579e-02,-1.565320987249712167e-15,1.096147490726671236e-10,-3.065739680978718953e-14,-2.849182193322234019e-02
6.690000000000000391e+00,-4.409256955416573159e-11,-1.019793848053519527e-14,1.493568258312950349e-02,-1.517382419906970792e-15,1.086809358808548987e-10,-3.069982906157696481e-14,-2.905400489522454513e-02
6.700000000000000178e+00,-4.401893964610560181e-11,-1.019221447339046027e-14,1.464240239018189602e-02,-1.468869027617614941e-15,1.077180677270382174e-10,-3.074237712940659017e-14,-2.960205340594991574e-02
6.709999999999999964e+00,-4.394081533485752781e-11,-1.018686431762286552e-14,1.434371344644121485e-02,-1.419803832349338036e-15,1.067264586018835747e-10,-3.078505246729922102e-14,-3.013575534146313920e-02
6.719999999999999751e+00,-4.385824055177724101e-11,-1.018188976140274883e-14,1.403976022828724510e-02,-1.370213925265798514e-15,1.057064305360481242e-10,-3.082787536548042848e-14,-3.065490856238359610e-02
6.730000000000000426e+00,-4.377126052668256709e-11,-1.017728963196333538e-14,1.373068918345715997e-02,-1.320130096722912053e-15,1.046583134686896138e-10,-3.087087259000001990e-14,-3.115932093659220387e-02
6.740000000000000213e+00,-4.367992177197992052e-11,-1.017306021667410449e-14,1.341664863091946401e-02,-1.269586287023994689e-15,1.035824451124616298e-10,-3.091407473702316019e-14,-3.164881034993251990e-02
6.750000000000000000e+00,-4.358427206713816973e-11,-1.016919574596417857e-14,1.309778866069973707e-02,-1.218618898783240696e-15,1.024791708153425887e-10,-3.095751352898202171e-14,-3.212320470515518667e-02
6.759999999999999787e+00,-4.348436044330633470e-11,-1.016568894316980160e-14,1.277426103377411054e-02,-1.167266017830106005e-15,1.013488434196766514e-10,-3.100121927171235534e-14,-3.258234190942362052e-02
