t,surge,sway,heave,roll,pitch,yaw,heave_vel
4.469999999999999751e+00,-4.884430324766563590e-18,-8.304702621877105238e-18,-9.990509517002529871e-02,1.515072935006549107e-18,5.531051546445615190e-18,9.410919542738615787e-13,-1.168600869785749174e-03
4.480000000000000426e+00,-4.872866781205798348e-18,-8.298465114754792701e-18,-9.989459879421259958e-02,1.586351299467285677e-18,5.647002538462276616e-18,9.411807859431506509e-13,3.267876567453530633e-03
4.490000000000000213e+00,-4.860544238870610940e-18,-8.290382059674426000e-18,-9.983974503254940125e-02,1.657225252706297431e-18,5.760331567791507719e-18,9.410630352592242332e-13,7.702879028667231065e-03
4.500000000000000000e+00,-4.847468732321423791e-18,-8.280458328449438225e-18,-9.974055848120030876e-02,1.727657878564750166e-18,5.870970556133845524e-18,9.407387549562814209e-13,1.213443723151165846e-02
4.509999999999999787e+00,-4.833646666165721801e-18,-8.268699576023156381e-18,-9.959708342141672388e-02,1.797612280945304396e-18,5.978852681473317333e-18,9.402080894850676665e-13,1.656058343976222341e-02
4.520000000000000462e+00,-4.819084816064638093e-18,-8.255112238913329462e-18,-9.940938379970762351e-02,1.867051604940239959e-18,6.083912414938249193e-18,9.394712749482492740e-13,2.097935233691862120e-02
4.530000000000000249e+00,-4.803790329532409838e-18,-8.239703533334476174e-18,-9.917754319927980788e-02,1.935939058023561931e-18,6.186085557065398153e-18,9.385286389950839848e-13,2.538878189871127122e-02
4.540000000000000036e+00,-4.787770726460722700e-18,-8.222481452964638206e-18,-9.890166480276044170e-02,2.004237931261806946e-18,6.285309273507999982e-18,9.373806006754371295e-13,2.978691426412214543e-02
4.549999999999999822e+00,-4.771033899306565275e-18,-8.203454766326514558e-18,-9.858187134621891612e-02,2.071911620501334676e-18,6.381522130222604782e-18,9.360276702532067598e-13,3.417179660453373985e-02
4.560000000000000497e+00,-4.753588112893314418e-18,-8.182633013758665528e-18,-9.821830506450832110e-02,2.138923647495115261e-18,6.474664128159612006e-18,9.344704489792423754e-13,3.854148199062089331e-02
4.570000000000000284e+00,-4.735442003789544266e-18,-8.160026503959932172e-18,-9.781112762795128590e-02,2.205237680938929082e-18,6.564676737469065084e-18,9.327096288238557972e-13,4.289403025660117053e-02
4.580000000000000071e+00,-4.716604579247184013e-18,-8.135646310098933018e-18,-9.736052007039847078e-02,2.270817557394976285e-18,6.651502931217631945e-18,9.307459921690449523e-13,4.722750886146081378e-02
4.589999999999999858e+00,-4.697085215698851911e-18,-8.109504265489625644e-18,-9.686668270869183694e-02,2.335627302089444592e-18,6.735087218596172429e-18,9.285804114605666833e-13,5.153999374677453726e-02
4.600000000000000533e+00,-4.676893656831812843e-18,-8.081612958842906379e-18,-9.632983505356855491e-02,2.399631149578904328e-18,6.815375677581192102e-18,9.262138488200138805e-13,5.582957019073917643e-02
4.610000000000000320e+00,-4.656040011271744040e-18,-8.051985729112099154e-18,-9.575021571204549165e-02,2.462793564287824461e-18,6.892315986999263166e-18,9.236473556170685935e-13,6.009433365804272426e-02
4.620000000000000107e+00,-4.634534749921938067e-18,-8.020636659956535543e-18,-9.512808228132772770e-02,2.525079260925397545e-18,6.965857457932324365e-18,9.208820720021219631e-13,6.433239064519236106e-02
